,CellLine,DoxConc,Mean FITC-A,Mean PE-Texas Red-A,MEFLs,MEPTRs,Mean FITC-A_stdErr,Mean PE-Texas Red-A_stdErr,MEFLs_stdErr,MEPTRs_stdErr,
42,665,17.78279410038923,2764.3958,2788.6672,1946270.7152557028,1095825.4321301882,89.16345741872416,90.03779914718687,65774.29766998893,42080.66021705602,
43,665,21.379620895022324,2879.9648,3397.424,2027637.0459607176,1335040.5002147492,74.92893128495707,100.71840031155811,56580.50902637851,48339.374832921974,
44,665,31.622776601683793,3249.8738,4681.793,2288071.1491666827,1839741.8438063078,7.987055704079574,104.50814241971231,23757.345316625753,56118.38680346995,
45,665,56.23413251903491,4007.0547,6940.9604,2821163.788578121,2727496.8072844394,51.35484217502045,202.32784547826327,46013.69066501797,97653.8200982495,
46,665,100.0,4530.4165,8951.863,3189636.2752091843,3517694.5175655596,63.646960297121524,158.64871109613847,55166.734673549254,96095.47843163533,
47,665,1000.0,6984.3438,15611.47,4917321.87632688,6134631.388226622,150.76291479395783,234.6335425155905,117164.18967264335,157370.04357835805,
48,666,0.0,4.8956065,1.4043475,3446.748025227971,551.8477531779802,0.1953526567204283,0.2741514710942895,141.86507120523854,108.33877863091013,
49,666,1.0,6.800196,2.0187633,4787.672914011853,793.2865351911317,0.4876894807989507,0.4612134406409403,346.7377207753813,181.9856718223372,
50,666,1.4791083881682074,13.022216,3.0337143,9168.281106441993,1192.1183116973582,5.59834230577672,0.7825021307306329,3942.5936468908594,308.48653328633304,
51,666,2.137962089502232,9.02724,4.377999,6355.621277794013,1720.363905751819,0.6659047562455677,1.0145013116725408,473.19360152039616,400.25611011128274,
52,666,3.1622776601683795,18.067465,12.252408,12720.38479648232,4814.665639064423,4.481749629374934,3.273081627850788,3157.9806996107613,1290.0680033519432,
53,666,4.265795188015927,48.847397,35.279465,34390.97239951957,13863.30149769346,2.91787975005869,2.11432616540552,2083.420866239609,879.4048851046902,
54,666,5.623413251903491,246.36,140.92564,173449.57004059048,55377.673835040805,19.220279506463207,10.720058557054914,13644.682325705473,4366.996501238964,
55,666,7.5857757502918375,897.86053,437.9321,632138.0228476515,172088.3455396899,45.42629376683692,12.375184462558055,32611.921695371788,6037.094179877483,
56,666,10.0,2657.0447,1038.0948,1870690.2735423278,407926.3102015099,60.0931278292184,17.161424228761245,46326.56980129403,10834.805493469494,
57,666,12.02264434617413,4089.9402,1777.861,2879519.2600962785,698622.3495859347,79.4593020114397,47.387550058851616,63035.566529947886,23615.335647997847,
58,666,17.78279410038923,7606.0503,3847.051,5355033.8924910035,1511724.4171005604,117.77749035917174,51.30457862581297,98966.13493461795,37337.6304854066,
59,666,21.379620895022324,9028.235,4854.793,6356322.195462671,1907723.3502725086,120.9239506579963,48.97022857501966,106583.20958514823,44081.29640317394,
60,666,31.622776601683793,10656.966,5998.5337,7503028.636511554,2357163.9128905027,159.49531999611898,106.63146573179455,135420.71797751647,64474.79307557135,
61,666,56.23413251903491,12189.203,6967.526,8581799.13918963,2737935.870464082,36.5583320319367,35.79934406972107,90319.0309216717,58631.103977553066,
62,666,100.0,12642.974,7051.428,8901275.91822107,2770905.8573089954,119.55110517080001,49.21038887910259,123077.33593233743,60763.01909336594,
63,666,1000.0,13822.195,7407.402,9731506.040065555,2910788.0759265674,89.85063779359596,107.41502385240815,116788.36151470766,73778.85964324181,
64,667,0.0,3.9747736,1.0028085,2798.4363455733237,394.0602846264567,0.44866913013815196,0.015180090079961841,317.144153550055,10.13371885339401,
65,667,1.0,5.6205673,1.210675,3957.156124903462,475.7428347905563,0.07910477820262544,0.12487924338968064,68.52298183922913,50.0588549188931,
66,667,1.4791083881682074,4.7082906,1.6846529,3314.868380306349,661.995628224051,0.2718315866526745,0.35419761028396324,194.2824282961861,139.8630405178326,
67,667,2.137962089502232,6.402103,2.1828063,4507.395684374211,857.7483088568459,0.8194060967925112,0.27596264894511524,578.6914542865809,109.897657635399,
68,667,3.1622776601683795,23.494486,9.293671,16541.274800277144,3652.01000970996,3.42875833646336,1.4372484126389915,2419.7752797238268,569.8564224677616,
69,667,4.265795188015927,108.92716,30.209145,76690.085230522,11870.885308894949,6.550516331900357,1.8279840781321448,4676.327185038357,759.5279705914886,
70,667,5.623413251903491,559.8632,138.27745,394171.2720702306,54337.04855189571,29.994767483522462,8.00637750397429,21488.908681857356,3342.801615487238,
71,667,7.5857757502918375,1302.7367,375.723,917190.7734569722,147642.8613080796,180.81788312990503,42.21355835089941,127640.49930179902,16869.67060084801,
72,667,10.0,3223.381,916.0684,2269419.001041589,359975.20951211173,58.49127067022769,13.237568170671011,47116.79052867991,9113.76844791341,
73,667,12.02264434617413,4755.746,1519.456,3348279.400631302,597080.4139124054,78.29573894909187,24.72433856458315,64649.79115204582,15762.781241052844,
74,667,17.78279410038923,7474.233,3001.2253,5262227.96492135,1179351.5605773975,39.910464994977396,23.137092236608233,60063.72009312825,26148.829206550596,
75,667,21.379620895022324,8419.212,3609.9885,5927539.7100051725,1418569.1230159146,72.74826145222526,20.386862081823196,78734.11941808416,30559.132995112992,
76,667,31.622776601683793,9429.184,4368.083,6638609.498773509,1716467.4175751852,102.30583164251846,45.35022230116229,98352.29843029074,39885.787289623826,
77,667,56.23413251903491,9947.36,4760.6484,7003431.448866607,1870728.6273827439,45.40760406047575,20.41694709112011,77547.5286765785,39709.17154756732,
78,667,100.0,10191.165,4715.783,7175081.9526658775,1853098.5336210579,48.25770279114428,31.73363256772126,79960.15385000601,40491.68741743711,
79,667,1000.0,11111.391,4968.243,7822966.072757502,1952304.3629096672,35.806962228371006,17.84938866390462,82847.45863783972,41187.714540599125,
80,668,0.0,4.2400627,1.0616447,2985.2129111910513,417.18037124843244,0.35159452605280644,0.011824191285829429,249.36499032282325,9.838925999499695,
81,668,1.0,5.678889,1.4678706,3998.2173154711854,576.8095619329538,0.18484520293350182,0.3015284716618013,136.24724195787826,119.09284910360245,
82,668,1.4791083881682074,7.432586,1.7222966,5232.906625613982,676.7879603970539,1.285128606662914,0.4866631891258839,906.3325143172672,191.75441595580293,
83,668,2.137962089502232,7.0535264,1.6075792,4966.0298692260685,631.7090052311082,1.0295165614168946,0.20011383381284523,726.5595736096827,79.72511138042447,
84,668,3.1622776601683795,23.102644,5.8043685,16265.398818367328,2280.865401381711,2.498519552705666,1.7250830500395926,1766.7171892216504,679.5392348787101,
85,668,4.265795188015927,90.09939,14.595916,63434.40530955019,5735.562681822309,9.18265511673728,2.1530197325191427,6496.635393286114,854.4043042417483,
86,668,5.623413251903491,417.21924,82.87116,293742.8856683676,32564.777245932688,31.102662266588535,1.414258075121782,22097.399146117332,875.874153272959,
87,668,7.5857757502918375,1025.8407,207.00896,722242.3591468777,81345.55342591253,89.40062243637635,15.332626770687959,63362.74229033899,6257.880624968015,
88,668,10.0,3067.252,544.31415,2159496.392099532,213891.88305464946,58.9963596542759,12.547202000341816,46902.681859203854,6639.411438715381,
89,668,12.02264434617413,4787.772,944.5972,3370827.1961853653,371185.795557713,12.141247086276628,10.48005132091827,35063.10203511408,8746.667682404704,
90,668,17.78279410038923,8210.089,2107.4963,5780306.788767215,828154.7741144849,21.680783973986184,15.524332810712554,60276.9720450104,18265.20471825956,
91,668,21.379620895022324,9669.661,2718.759,6807917.5262595955,1068354.53639156,44.11956482276606,48.54129915330581,75376.7238612351,29276.57380357239,
92,668,31.622776601683793,11111.059,3392.4424,7822732.306409841,1333082.912042667,201.71386461795896,52.53372965132787,162469.92326033398,34556.845110404916,
93,668,56.23413251903491,11978.53,3810.8674,8433475.079146558,1497505.8320572886,128.8942757051854,49.5304132100614,124392.03934969839,36714.88344991133,
94,668,100.0,12237.422,3812.3445,8615747.513254715,1498086.249035534,100.639897378075,59.25277819691152,112138.07473347132,38885.06087374916,
95,668,1000.0,13264.532,3915.1484,9338883.770850867,1538483.7504048666,85.03526556322916,37.195590232157464,111624.77505029629,35164.80515967016,
96,669,0.0,4.8582845,0.9495297,3420.4714684272803,373.12404592846326,0.2091344327839464,0.022352226052661472,151.23014690879614,11.718240677615789,
97,669,1.0,5.490837,1.140875,3865.819659470689,448.314450623206,0.09757262551486705,0.07931519500961892,78.99386048474992,32.531063614706895,
98,669,1.4791083881682074,5.7089615,1.2909919,4019.389969205045,507.30389802030686,0.4132587465862305,0.036634591597744945,293.76633331164317,17.845520633844465,
99,669,2.137962089502232,7.3727527,1.4151908,5190.780876957399,556.1086913511789,0.6287015368426778,0.10133906743303366,445.7235288060294,41.46605713699708,
100,669,3.1622776601683795,16.642136,2.109477,11716.882857262153,828.9331054874559,2.268934977320959,0.38988047405140097,1601.809034594054,154.17224533364828,
101,669,4.265795188015927,62.313763,6.381815,43871.95695341273,2507.7768482232423,2.1385853701248663,1.5249677708909237,1569.3695582127518,601.5097899415128,
102,669,5.623413251903491,264.08853,17.510359,185931.32865248478,6880.81254737797,16.48366689285554,1.8620081093271215,11755.913655469436,745.5398579202381,
103,669,7.5857757502918375,949.33527,72.33341,668378.7681594908,28423.89784500058,29.953509615355618,3.808633610926554,22140.430088877303,1609.0547871294332,
104,669,10.0,2577.0823,213.10645,1814392.8053186922,83741.60225433973,94.39810808173168,11.301389694055974,68935.33428656636,4769.988395397402,
105,669,12.02264434617413,4610.8706,446.70032,3246279.923891783,175533.87580701496,65.01719812318989,7.3854491208422495,56283.7329768527,4662.485880417386,
106,669,17.78279410038923,7957.104,1081.0985,5602192.989229147,424824.88669722545,53.88325154786132,18.495796803446325,68067.34317916649,11437.734688707924,
107,669,21.379620895022324,9300.325,1423.8286,6547886.841890367,559502.9715638204,92.65858667741792,38.36421885243962,92839.14613034748,19040.996404885154,
108,669,31.622776601683793,10268.312,1657.2633,7229396.87599692,651232.694394212,52.88245146919289,19.774920659191597,81884.69983661667,15609.954268846746,
109,669,56.23413251903491,11029.745,1995.8566,7765483.615415648,784285.180006612,128.61064850919297,36.92839967045367,119732.84490059869,21826.79229536504,
110,669,100.0,11083.433,1853.3893,7803282.258736332,728301.7079426139,66.85833461966624,2.351757124849262,91720.18965270183,15168.707111744867,
111,669,1000.0,11822.086,1751.9336,8323330.564061244,688434.016947225,81.5554915523259,8.342965658774231,101721.74467406732,14682.425406252252,
112,670,0.0,3.824702,1.0038298,2692.7785356080267,394.4616447657263,0.39040626657639127,0.05120099574333923,276.2043303435271,21.726750546184668,
113,670,1.0,3.8097622,1.2741971,2682.2601914005086,500.7042687928321,0.19871282162111759,0.1568498223163916,142.49632269105422,62.50795525296831,
114,670,1.4791083881682074,4.628608,1.3077949,3258.7680826094506,513.9067594897995,0.22275259339095121,0.15396424375722612,160.23737825527076,61.43730285559583,
115,670,2.137962089502232,5.3699813,1.7456955,3780.731220083881,685.9827052122268,0.15443218843651263,0.2023401499662576,115.22340381801274,80.77966965463666,
116,670,3.1622776601683795,18.440018,5.5228744,12982.680360917988,2170.2503970979183,2.4035381390205472,2.2909986480986606,1697.26991598559,901.3930483246123,
117,670,4.265795188015927,89.93343,19.148043,63317.56510747458,7524.351371018345,2.105638595897119,2.3719315352289034,1614.2279870497305,945.100861242798,
118,670,5.623413251903491,511.34122,93.76412,360009.39284000697,36845.23853567238,19.489053605625596,3.962570135207448,14193.758928966598,1735.317287162872,
119,670,7.5857757502918375,1570.7295,290.8935,1105870.8978528448,114308.54288845393,20.41319417341572,6.436623318392377,18193.68698479635,3470.506899682291,
120,670,10.0,3639.1738,716.5285,2562157.550850114,281564.66525043803,185.2117216531421,41.38542332046374,132935.18547301253,17284.008887168173,
121,670,12.02264434617413,5570.1772,1214.8916,3921679.0306512355,477399.77611187316,39.42403928829244,6.727849401890422,48327.94607218364,10270.66881446975,
122,670,17.78279410038923,8989.898,2392.2637,6329331.120432838,940056.001609407,116.57237210243049,33.11191802365572,103984.86418880892,23477.98159444055,
123,670,21.379620895022324,9917.254,2823.2678,6982235.029066451,1109421.963671486,49.11845120501105,8.21968704738054,78468.60821852015,23288.644624443008,
124,670,31.622776601683793,10820.163,3195.6848,7617927.546579453,1255765.7102756335,72.21405652213714,11.765479593875288,92146.07430437501,26512.113820428567,
125,670,56.23413251903491,11250.755,3396.2234,7921085.371899883,1334568.6835702846,73.60134986152873,33.93023247894828,95239.60880640666,30781.602755839667,
126,670,100.0,11305.831,3356.4807,7959861.7085922565,1318951.533451168,87.03337709284082,38.21771851214591,101008.75523420509,31262.809412111088,
127,670,1000.0,11823.789,3330.447,8324529.6479151305,1308721.4203836937,47.01012634924739,16.14341006278207,90265.35730350117,27936.53996086967,
128,671,0.0,4.621569,0.9029737,3253.8122306675596,354.829556106992,0.12787372972379626,0.03801931795188821,95.82669552494107,16.661767882030624,
129,671,1.0,4.9126034,1.0919682,3458.714651868582,429.0961954018285,0.2072609506352939,0.0705969207181546,150.03547008688872,29.14045570176392,
130,671,1.4791083881682074,4.798301,0.92195827,3378.240304684006,362.28966437254377,0.40772503749607103,0.05170788706115954,289.0744312645778,21.669903599876932,
131,671,2.137962089502232,6.053955,0.91901785,4262.282443352573,361.1342081172654,0.5441434721646519,0.08473898975166533,385.5092318034784,34.134590377651094,
132,671,3.1622776601683795,14.380977,1.488214,10124.915632405438,584.8036459486846,1.258904433478554,0.18356346535998327,892.19666819809,73.14983251570516,
133,671,4.265795188015927,60.545105,1.7962662,42626.734863238446,705.8548102029702,6.570903000169529,0.3862651041395638,4646.182124361181,152.4931053906395,
134,671,5.623413251903491,185.58305,4.004069,130659.60696566236,1573.4256214877755,13.83291989106769,0.5754126588669881,9827.849458786517,228.46590881139187,
135,671,7.5857757502918375,681.626,12.423108,479898.2475659871,4881.743373936647,4.366545076845263,0.4439156615034612,5734.877322371441,201.8130892258237,
136,671,10.0,2317.5808,47.772583,1631690.997433729,18772.55584192322,71.25248148121234,2.8142676167409,52796.82956698991,1172.7252360181508,
137,671,12.02264434617413,3995.2568,95.71592,2812857.5202072468,37612.21040486974,30.484985751408683,1.4057930873302233,35579.12067109818,957.3670234851843,
138,671,17.78279410038923,7314.213,236.66048,5149565.992536146,92997.31633541193,217.2368660679014,20.520890137516,161527.19318058528,8292.33820908487,
139,671,21.379620895022324,8498.641,286.11264,5983461.433202347,112429.87463649224,128.34774164756843,13.56270761393525,108669.33080853861,5819.542068226881,
140,671,31.622776601683793,10209.496,456.89624,7187987.91770103,179540.43184899405,65.22858165337284,14.895606771986388,85832.17471127317,6942.082329702862,
141,671,56.23413251903491,10578.3545,523.9549,7447682.391058476,205891.57851888897,68.27183231049375,6.518419415136918,89192.78132067538,4988.13905017272,
142,671,100.0,11084.542,510.20312,7804063.313356753,200487.72856221572,67.94419642813448,8.187494325499648,92121.60804808867,5265.228079516088,
143,671,1000.0,11666.345,387.87906,8213681.083594507,152419.66905486656,72.14979881853196,8.71106268513393,97191.37235812643,4664.503274806354,
144,672,0.0,3.8362646,2.8509676,2700.9191653203243,1120.306794435574,0.3145803359279958,0.08352962220760254,223.1497576904998,40.246749682688076,
145,672,1.0,4.161392,2.7189083,2929.8250046214184,1068.4131956818305,0.22678958841020255,0.13767030196841057,162.38354436006486,58.48054783002498,
146,672,1.4791083881682074,4.490318,2.5809934,3161.4048285260324,1014.2186153640203,0.17679361560026574,0.132777392839495,128.49227222857454,56.27488282442863,
147,672,2.137962089502232,5.9968743,2.976345,4222.094787993683,1169.5746884126665,0.36820559861026186,0.06651772275317151,262.7106156351849,35.69873498457902,
148,672,3.1622776601683795,15.519333,3.8334777,10926.374450721907,1506.3907021112675,1.5811585734856892,0.3563839560193,1118.6572609373657,143.50214929847454,
149,672,4.265795188015927,75.16544,5.4301867,52920.172961846736,2133.828182405466,11.482743275354348,0.1555315556005681,8102.024551855952,75.51884619033903,
150,672,5.623413251903491,407.19125,17.62329,286682.69076556526,6925.189262832456,23.08759292592389,1.2836064615640612,16510.079036185518,524.5450055652287,
151,672,7.5857757502918375,1161.5337,46.353046,817776.9072209066,18214.739449372566,77.93672744137068,2.3064012478437537,55487.9990174854,982.2392108448325,
152,672,10.0,3312.632,136.5225,2332256.0828410517,53647.431635553156,347.3040607006977,15.699118786028249,245648.49903884757,6269.074051600593,
153,672,12.02264434617413,5271.558,282.18057,3711436.4530453943,110884.74228155409,79.8143667888051,8.442647029255808,67524.28888523356,4039.8276881571496,
154,672,17.78279410038923,8248.573,556.36743,5807401.6835573325,218628.3014546858,284.8004320680176,36.97214626925782,208896.95996217715,15222.784113266509,
155,672,21.379620895022324,9489.561,729.90643,6681117.846451488,286821.6121496008,164.73064019374044,22.75592221654911,134140.68129976594,10747.770765173003,
156,672,31.622776601683793,10841.657,971.8709,7633060.479850121,381903.1710768416,112.29223112823763,9.668787902028642,110362.21536407675,8801.606029381901,
157,672,56.23413251903491,11395.363,1106.4049,8022896.80423915,434769.2043633456,89.78787773320614,12.950849883130394,102697.24614883776,10372.593924596798,
158,672,100.0,11770.066,1089.7161,8286706.252863518,428211.21203435224,31.777286665032687,19.10511074320155,86538.97369503208,11645.082378080248,
159,672,1000.0,12327.991,974.0349,8679512.78496401,382753.5299183164,56.73142096168183,6.101066445115371,96239.43866661587,8310.326074820941,
